Date,Away Team,Away Line,Away Odds,Home Team,Home Line,Home Odds
2022-11-19,Utah Jazz,+3.5,-110,Portland Trail Blazers,-3.5,-110
2022-11-19,San Antonio Spurs,+8.0,-110,Los Angeles Clippers,-8.0,-110
2022-11-20,New York Knicks,+5.5,-110,Phoenix Suns,-5.5,-110
2022-11-20,Charlotte Hornets,+6.5,-110,Washington Wizards,-6.5,-110
2022-11-20,Detroit Pistons,+9.0,-110,Sacramento Kings,-9.0,-110
2022-11-20,Golden State Warriors,-8.0,-110,Houston Rockets,+8.0,-110
2022-11-20,Miami Heat,+9.5,-110,Cleveland Cavaliers,-9.5,-110
2022-11-20,Memphis Grizzlies,+7.0,-110,Brooklyn Nets,-7.0,-110
2022-11-20,Denver Nuggets,+9.5,-110,Dallas Mavericks,-9.5,-110
2022-11-20,San Antonio Spurs,+7.0,-110,Los Angeles Lakers,-7.0,-110
2022-11-21,Atlanta Hawks,+2.5,-110,Cleveland Cavaliers,-2.5,-110
2022-11-21,Orlando Magic,+7.0,-110,Indiana Pacers,-7.0,-110
2022-11-21,New York Knicks,+1.5,-110,Oklahoma City Thunder,-1.5,-110
2022-11-21,Golden State Warriors,+4.5,-110,New Orleans Hornets,-4.5,-110
2022-11-21,Portland Trail Blazers,+7.5,-110,Milwaukee Bucks,-7.5,-110
2022-11-21,Boston Celtics,-6.0,-110,Chicago Bulls,+6.0,-110
2022-11-21,Miami Heat,+7.5,-110,Minnesota Timberwolves,-7.5,-110
2022-11-21,Utah Jazz,+3.5,-108,Los Angeles Clippers,-3.5,-112
2022-11-22,Brooklyn Nets,-7.5,-110,Philadelphia 76ers,+7.5,-110
2022-11-22,Sacramento Kings,+1.0,-110,Memphis Grizzlies,-1.0,-110
2022-11-22,Detroit Pistons,+6.5,-110,Denver Nuggets,-6.5,-110
2022-11-22,Los Angeles Lakers,+7.5,-110,Phoenix Suns,-7.5,-110
2022-11-23,Minnesota Timberwolves,-2.0,-110,Indiana Pacers,+2.0,-110
2022-11-23,Portland Trail Blazers,+8.0,-110,Cleveland Cavaliers,-8.0,-110
2022-11-23,Philadelphia 76ers,+4.0,-110,Charlotte Hornets,-4.0,-110
2022-11-23,Sacramento Kings,+6.0,-110,Atlanta Hawks,-6.0,-110
2022-11-23,Dallas Mavericks,+7.0,-110,Boston Celtics,-7.0,-110
2022-11-23,Washington Wizards,+3.0,-110,Miami Heat,-3.0,-110
2022-11-23,Brooklyn Nets,+1.5,-110,Toronto Raptors,-1.5,-110
2022-11-23,Chicago Bulls,+8.0,-110,Milwaukee Bucks,-8.0,-110
2022-11-23,New Orleans Hornets,-7.0,-110,San Antonio Spurs,+7.0,-110
2022-11-23,Denver Nuggets,-2.0,-110,Oklahoma City Thunder,+2.0,-110
2022-11-23,Detroit Pistons,+11.5,-110,Utah Jazz,-11.5,-110
2022-11-23,Los Angeles Clippers,+6.0,-110,Golden State Warriors,-6.0,-110
2022-11-25,Minnesota Timberwolves,-2.5,-110,Charlotte Hornets,+2.5,-110
2022-11-25,Philadelphia 76ers,+3.0,-110,Orlando Magic,-3.0,-110
2022-11-25,Portland Trail Blazers,+5.5,-110,New York Knicks,-5.5,-110
2022-11-25,Brooklyn Nets,-4.0,-110,Indiana Pacers,+4.0,-110
2022-11-25,New Orleans Hornets,+1.5,-110,Memphis Grizzlies,-1.5,-110
2022-11-25,Los Angeles Lakers,-5.5,-110,San Antonio Spurs,+5.5,-110
2022-11-25,Cleveland Cavaliers,+3.5,-110,Milwaukee Bucks,-3.5,-110
2022-11-25,Sacramento Kings,+8.5,-110,Boston Celtics,-8.5,-110
2022-11-25,Washington Wizards,+5.0,-110,Miami Heat,-5.0,-110
2022-11-25,Atlanta Hawks,-7.5,-110,Houston Rockets,+7.5,-110
2022-11-25,Chicago Bulls,-1.0,-110,Oklahoma City Thunder,+1.0,-110
2022-11-25,Detroit Pistons,+12.5,-110,Phoenix Suns,-12.5,-110
2022-11-25,Utah Jazz,+7.5,-110,Golden State Warriors,-7.5,-110
2022-11-25,Denver Nuggets,-2.5,-110,Los Angeles Clippers,+2.5,-110
2022-11-26,Dallas Mavericks,-2.0,-110,Toronto Raptors,+2.0,-110
2022-11-26,Los Angeles Lakers,-3.0,-110,San Antonio Spurs,+3.0,-110
2022-11-26,Oklahoma City Thunder,-2.0,-115,Houston Rockets,+2.0,-105
2022-11-26,Utah Jazz,+7.0,-110,Phoenix Suns,-7.0,-110
2022-11-27,Portland Trail Blazers,+5.5,-110,Brooklyn Nets,-5.5,-110
2022-11-27,Golden State Warriors,+1.0,-110,Minnesota Timberwolves,-1.0,-110
2022-11-27,Indiana Pacers,+3.0,-110,Los Angeles Clippers,-3.0,-110
2022-11-27,Miami Heat,+5.5,-110,Atlanta Hawks,-5.5,-110
2022-11-27,Memphis Grizzlies,-1.5,-110,New York Knicks,+1.5,-110
2022-11-27,Philadelphia 76ers,+3.0,-110,Orlando Magic,-3.0,-110
2022-11-27,Washington Wizards,+8.5,-110,Boston Celtics,-8.5,-110
2022-11-27,Cleveland Cavaliers,-7.0,-110,Detroit Pistons,+7.0,-110
2022-11-27,Dallas Mavericks,+6.0,-110,Milwaukee Bucks,-6.0,-110
2022-11-28,Minnesota Timberwolves,-1.5,-110,Washington Wizards,+1.5,-110
2022-11-28,Atlanta Hawks,+1.0,-110,Philadelphia 76ers,-1.0,-110
2022-11-28,Cleveland Cavaliers,+1.0,-110,Toronto Raptors,-1.0,-110
2022-11-28,Charlotte Hornets,+11.5,-110,Boston Celtics,-11.5,-110
2022-11-28,Orlando Magic,+6.5,-110,Brooklyn Nets,-6.5,-110
2022-11-28,Oklahoma City Thunder,+6.0,-110,New Orleans Hornets,-6.0,-110
2022-11-28,Chicago Bulls,+2.0,-110,Utah Jazz,-2.0,-110
2022-11-28,Houston Rockets,+11.5,-110,Denver Nuggets,-11.5,-110
2022-11-28,Phoenix Suns,-1.0,-110,Sacramento Kings,+1.0,-110
2022-11-28,Indiana Pacers,+5.0,-110,Los Angeles Lakers,-5.0,-110
2022-11-29,New York Knicks,-3.5,-110,Detroit Pistons,+3.5,-110
2022-11-29,Golden State Warriors,EVEN,-110,Dallas Mavericks,EVEN,-110
2022-11-29,Los Angeles Clippers,+2.0,-110,Portland Trail Blazers,-2.0,-110
2022-11-30,Philadelphia 76ers,+4.0,-110,Cleveland Cavaliers,-4.0,-110
2022-11-30,Atlanta Hawks,-5.5,-110,Orlando Magic,+5.5,-110
2022-11-30,Miami Heat,+8.0,-110,Boston Celtics,-8.0,-110
2022-11-30,Milwaukee Bucks,-4.5,-110,New York Knicks,+4.5,-110
2022-11-30,Washington Wizards,+5.5,-110,Brooklyn Nets,-5.5,-110
2022-11-30,San Antonio Spurs,+4.5,-110,Oklahoma City Thunder,-4.5,-110
2022-11-30,Memphis Grizzlies,-4.0,-110,Minnesota Timberwolves,+4.0,-110
2022-11-30,Toronto Raptors,+1.5,-110,New Orleans Hornets,-1.5,-110
2022-11-30,Chicago Bulls,+5.5,-110,Phoenix Suns,-5.5,-110
2022-11-30,Los Angeles Clippers,+6.0,-110,Utah Jazz,-6.0,-110
2022-11-30,Houston Rockets,+12.5,-110,Denver Nuggets,-12.5,-110
2022-11-30,Indiana Pacers,+4.5,-110,Sacramento Kings,-4.5,-110
2022-11-30,Portland Trail Blazers,+5.5,-110,Los Angeles Lakers,-5.5,-110
2022-12-01,Dallas Mavericks,-6.5,-110,Detroit Pistons,+6.5,-110
2022-12-02,Washington Wizards,-2.5,-110,Charlotte Hornets,+2.5,-110
2022-12-02,Toronto Raptors,+3.0,-110,Brooklyn Nets,-3.0,-110
2022-12-02,Miami Heat,+8.5,-110,Boston Celtics,-8.5,-110
2022-12-02,Los Angeles Lakers,+7.5,-110,Milwaukee Bucks,-7.5,-110
2022-12-02,Denver Nuggets,+1.5,-110,Atlanta Hawks,-1.5,-110
2022-12-02,Orlando Magic,+9.5,-110,Cleveland Cavaliers,-9.5,-110
2022-12-02,Philadelphia 76ers,+5.0,-110,Memphis Grizzlies,-5.0,-110
2022-12-02,New Orleans Hornets,-7.0,-110,San Antonio Spurs,+7.0,-110
2022-12-02,Indiana Pacers,+5.0,-110,Utah Jazz,-5.0,-110
2022-12-02,Houston Rockets,+11.5,-110,Phoenix Suns,-11.5,-110
2022-12-02,Chicago Bulls,+6.5,-110,Golden State Warriors,-6.5,-110
2022-12-03,Dallas Mavericks,-1.5,-110,New York Knicks,+1.5,-110
2022-12-03,Sacramento Kings,+1.5,-110,Los Angeles Clippers,-1.5,-110
2022-12-03,Milwaukee Bucks,-6.5,-110,Charlotte Hornets,+6.5,-110
2022-12-03,Orlando Magic,+10.5,-110,Toronto Raptors,-10.5,-110
2022-12-03,Oklahoma City Thunder,+5.5,-114,Minnesota Timberwolves,-5.5,-106
2022-12-03,Houston Rockets,+10.5,-110,Golden State Warriors,-10.5,-110
2022-12-03,Portland Trail Blazers,+3.5,-110,Utah Jazz,-3.5,-110
2022-12-04,Denver Nuggets,-0.5,-110,New Orleans Hornets,+0.5,-110
2022-12-04,Phoenix Suns,-10.0,-108,San Antonio Spurs,+10.0,-112
2022-12-04,Chicago Bulls,+1.5,-110,Sacramento Kings,-1.5,-110
2022-12-04,Memphis Grizzlies,-7.5,-110,Detroit Pistons,+7.5,-110
2022-12-04,Boston Celtics,-3.5,-110,Brooklyn Nets,+3.5,-110
2022-12-04,Los Angeles Lakers,+2.0,-110,Washington Wizards,-2.0,-110
2022-12-04,Cleveland Cavaliers,-2.5,-115,New York Knicks,+2.5,-105
2022-12-04,Indiana Pacers,+3.5,-110,Portland Trail Blazers,-3.5,-110
2022-12-05,Milwaukee Bucks,-9.5,-110,Orlando Magic,+9.5,-110
2022-12-05,Los Angeles Clippers,-2.5,-108,Charlotte Hornets,+2.5,-112
2022-12-05,Oklahoma City Thunder,+6.0,-110,Atlanta Hawks,-6.0,-110
2022-12-05,Boston Celtics,EVEN,-110,Toronto Raptors,EVEN,-110
2022-12-05,Philadelphia 76ers,-7.0,-110,Houston Rockets,+7.0,-110
2022-12-05,Miami Heat,EVEN,-110,Memphis Grizzlies,EVEN,-110
2022-12-05,Phoenix Suns,+3.5,-110,Dallas Mavericks,-3.5,-110
2022-12-05,Indiana Pacers,+10.0,-110,Golden State Warriors,-10.0,-110
2022-12-06,Detroit Pistons,+8.5,-110,Miami Heat,-8.5,-110
2022-12-06,Los Angeles Lakers,+4.5,-110,Cleveland Cavaliers,-4.5,-110
2022-12-06,Dallas Mavericks,+4.5,-110,Denver Nuggets,-4.5,-110
2022-12-07,Los Angeles Clippers,-6.5,-110,Orlando Magic,+6.5,-110
2022-12-07,Atlanta Hawks,+2.0,-110,New York Knicks,-2.0,-110
2022-12-07,Los Angeles Lakers,+6.5,-110,Toronto Raptors,-6.5,-110
2022-12-07,Charlotte Hornets,+9.5,-110,Brooklyn Nets,-9.5,-110
2022-12-07,Washington Wizards,+4.5,-110,Chicago Bulls,-4.5,-110
2022-12-07,Oklahoma City Thunder,+6.0,-110,Memphis Grizzlies,-6.0,-110
2022-12-07,Detroit Pistons,+10.0,-110,New Orleans Hornets,-10.0,-110
2022-12-07,Sacramento Kings,+6.5,-110,Milwaukee Bucks,-6.5,-110
2022-12-07,Indiana Pacers,+4.5,-120,Minnesota Timberwolves,-4.5,EVEN
2022-12-07,Golden State Warriors,-2.0,-110,Utah Jazz,+2.0,-110
2022-12-07,Boston Celtics,-1.0,-110,Phoenix Suns,+1.0,-110
2022-12-08,Los Angeles Clippers,+5.0,-105,Miami Heat,-5.0,-114
2022-12-08,Houston Rockets,-1.0,-110,San Antonio Spurs,+1.0,-110
2022-12-08,Denver Nuggets,-1.0,-110,Portland Trail Blazers,+1.0,-110
2022-12-09,New York Knicks,-4.0,-110,Charlotte Hornets,+4.0,-110
2022-12-09,Washington Wizards,+4.5,-110,Indiana Pacers,-4.5,-110
2022-12-09,Toronto Raptors,-6.5,-110,Orlando Magic,+6.5,-110
2022-12-09,Los Angeles Lakers,+3.5,-112,Philadelphia 76ers,-3.5,-108
2022-12-09,Sacramento Kings,+6.0,-110,Cleveland Cavaliers,-6.0,-110
2022-12-09,Atlanta Hawks,+6.5,-110,Brooklyn Nets,-6.5,-110
2022-12-09,Detroit Pistons,+10.0,-110,Memphis Grizzlies,-10.0,-110
2022-12-09,Phoenix Suns,-1.5,-110,New Orleans Hornets,+1.5,-110
2022-12-09,Minnesota Timberwolves,+3.0,-110,Utah Jazz,-3.0,-110
2022-12-09,Milwaukee Bucks,-1.0,-110,Dallas Mavericks,+1.0,-110
2022-12-10,San Antonio Spurs,+11.0,-110,Miami Heat,-11.0,-110
2022-12-10,Brooklyn Nets,-3.0,-108,Indiana Pacers,+3.0,-112
2022-12-10,Los Angeles Clippers,-4.0,-108,Washington Wizards,+4.0,-112
2022-12-10,Oklahoma City Thunder,+6.5,-112,Cleveland Cavaliers,-6.5,-108
2022-12-10,Dallas Mavericks,+1.0,-110,Chicago Bulls,-1.0,-110
2022-12-10,Boston Celtics,-2.0,-110,Golden State Warriors,+2.0,-110
2022-12-10,Utah Jazz,+6.0,-110,Denver Nuggets,-6.0,-110
2022-12-10,Minnesota Timberwolves,+5.5,-110,Portland Trail Blazers,-5.5,-110
2022-12-11,Phoenix Suns,EVEN,-110,New Orleans Hornets,EVEN,-110
2022-12-11,Charlotte Hornets,+10.0,-110,Philadelphia 76ers,-10.0,-110
2022-12-11,Los Angeles Lakers,-6.5,-110,Detroit Pistons,+6.5,-110
2022-12-11,Sacramento Kings,+2.0,-110,New York Knicks,-2.0,-110
2022-12-11,Toronto Raptors,-6.5,-110,Orlando Magic,+6.5,-110
2022-12-11,Chicago Bulls,+3.0,-110,Atlanta Hawks,-3.0,-110
2022-12-11,Milwaukee Bucks,-9.5,-110,Houston Rockets,+9.5,-110
2022-12-12,Miami Heat,-2.0,-110,Indiana Pacers,+2.0,-110
2022-12-12,Brooklyn Nets,-6.0,-110,Washington Wizards,+6.0,-110
2022-12-12,Atlanta Hawks,+6.0,-110,Memphis Grizzlies,-6.0,-110
2022-12-12,Oklahoma City Thunder,+7.0,-110,Dallas Mavericks,-7.0,-110
2022-12-12,Cleveland Cavaliers,-5.5,-110,San Antonio Spurs,+5.5,-110
2022-12-12,Minnesota Timberwolves,+5.0,-110,Portland Trail Blazers,-5.0,-110
2022-12-12,Boston Celtics,-3.5,-110,Los Angeles Clippers,+3.5,-110
2022-12-13,Sacramento Kings,+5.0,-110,Philadelphia 76ers,-5.0,-110
2022-12-13,Golden State Warriors,+4.5,-112,Milwaukee Bucks,-4.5,-110
2022-12-13,Phoenix Suns,-5.0,-110,Houston Rockets,+5.0,-110
2022-12-13,New Orleans Hornets,-2.0,-110,Utah Jazz,+2.0,-110
2022-12-13,Boston Celtics,-3.0,-110,Los Angeles Lakers,+3.0,-110
2022-12-14,Atlanta Hawks,-3.0,-110,Orlando Magic,+3.0,-110
2022-12-14,Golden State Warriors,-1.5,-112,Indiana Pacers,+1.5,-108
2022-12-14,Detroit Pistons,+4.0,-110,Charlotte Hornets,-4.0,-110
2022-12-14,Sacramento Kings,+5.0,-110,Toronto Raptors,-5.0,-110
2022-12-14,New York Knicks,+3.5,-105,Chicago Bulls,-3.5,-115
2022-12-14,Miami Heat,-3.0,-110,Oklahoma City Thunder,+3.0,-110
2022-12-14,Portland Trail Blazers,-6.0,-105,San Antonio Spurs,+6.0,-115
2022-12-14,Cleveland Cavaliers,+1.5,-105,Dallas Mavericks,-1.5,-115
2022-12-14,Washington Wizards,+9.5,-110,Denver Nuggets,-9.5,-110
2022-12-14,Minnesota Timberwolves,+6.0,-110,Los Angeles Clippers,-6.0,-110
2022-12-15,Miami Heat,-5.0,-110,Houston Rockets,+5.0,-110
2022-12-15,Milwaukee Bucks,+1.0,-110,Memphis Grizzlies,-1.0,-110
2022-12-15,New Orleans Hornets,-2.0,-110,Utah Jazz,+2.0,-110
2022-12-15,Phoenix Suns,+2.0,-110,Los Angeles Clippers,-2.0,-110
2022-12-16,Atlanta Hawks,-2.0,-110,Charlotte Hornets,+2.0,-110
2022-12-16,Sacramento Kings,-4.5,-110,Detroit Pistons,+4.5,-110
2022-12-16,Indiana Pacers,+7.0,-110,Cleveland Cavaliers,-7.0,-110
2022-12-16,Orlando Magic,+12.5,-110,Boston Celtics,-12.5,-110
2022-12-16,Golden State Warriors,+7.0,-110,Philadelphia 76ers,-7.0,-110
2022-12-16,Brooklyn Nets,-2.0,-110,Toronto Raptors,+2.0,-110
2022-12-16,New York Knicks,+3.0,-105,Chicago Bulls,-3.0,-115
2022-12-16,Minnesota Timberwolves,-2.0,-110,Oklahoma City Thunder,+2.0,-110
2022-12-16,Portland Trail Blazers,+4.0,-110,Dallas Mavericks,-4.0,-110
2022-12-16,Denver Nuggets,EVEN,-110,Los Angeles Lakers,EVEN,-110
2022-12-17,Washington Wizards,+6.5,-110,Los Angeles Clippers,-6.5,-110
2022-12-17,Miami Heat,-7.5,-107,San Antonio Spurs,+7.5,-107
2022-12-17,Utah Jazz,+7.0,-108,Milwaukee Bucks,-7.0,-112
2022-12-17,Dallas Mavericks,+5.0,-115,Cleveland Cavaliers,-5.0,-105
2022-12-17,Memphis Grizzlies,-7.0,-110,Oklahoma City Thunder,+7.0,-110
2022-12-17,Portland Trail Blazers,-3.5,-110,Houston Rockets,+3.5,-110
2022-12-17,New Orleans Hornets,+4.0,-110,Phoenix Suns,-4.0,-110
2022-12-18,Orlando Magic,+11.0,-110,Boston Celtics,-11.0,-110
2022-12-18,New York Knicks,EVEN,-110,Indiana Pacers,EVEN,-110
2022-12-18,Golden State Warriors,+6.5,-110,Toronto Raptors,-6.5,-110
2022-12-18,Brooklyn Nets,-7.0,-110,Detroit Pistons,+7.0,-110
2022-12-18,Chicago Bulls,-1.0,-110,Minnesota Timberwolves,+1.0,-110
2022-12-18,Charlotte Hornets,+9.0,-110,Denver Nuggets,-9.0,-110
2022-12-18,Washington Wizards,+4.5,-110,Los Angeles Lakers,-4.5,-110
2022-12-19,Utah Jazz,+5.5,-110,Cleveland Cavaliers,-5.5,-110
2022-12-19,Toronto Raptors,+6.5,-110,Philadelphia 76ers,-6.5,-110
2022-12-19,Orlando Magic,+7.0,-110,Atlanta Hawks,-7.0,-110
2022-12-19,Milwaukee Bucks,-1.0,-110,New Orleans Hornets,+1.0,-110
2022-12-19,San Antonio Spurs,+3.0,-110,Houston Rockets,-3.0,-110
2022-12-19,Portland Trail Blazers,-3.5,-110,Oklahoma City Thunder,+3.5,-110
2022-12-19,Dallas Mavericks,-4.0,-106,Minnesota Timberwolves,+4.0,-114
2022-12-19,Los Angeles Lakers,+8.5,-110,Phoenix Suns,-8.5,-110
2022-12-19,Charlotte Hornets,+7.0,-110,Sacramento Kings,-7.0,-110
2022-12-20,Utah Jazz,-3.5,-110,Detroit Pistons,+3.5,-110
2022-12-20,Chicago Bulls,+5.5,-110,Miami Heat,-5.5,-110
2022-12-20,Golden State Warriors,+6.0,-110,New York Knicks,-6.0,-110
2022-12-20,Washington Wizards,+7.5,-110,Phoenix Suns,-7.5,-110
2022-12-20,Memphis Grizzlies,+1.5,-110,Denver Nuggets,-1.5,-110
2022-12-21,Milwaukee Bucks,EVEN,-110,Cleveland Cavaliers,EVEN,-110
2022-12-21,Detroit Pistons,+9.5,-110,Philadelphia 76ers,-9.5,-110
2022-12-21,Indiana Pacers,+9.5,-110,Boston Celtics,-9.5,-110
2022-12-21,Chicago Bulls,+7.0,-110,Atlanta Hawks,-7.0,-110
2022-12-21,Dallas Mavericks,-3.5,-110,Minnesota Timberwolves,+3.5,-110
2022-12-21,Portland Trail Blazers,-4.0,-110,Oklahoma City Thunder,+4.0,-110
2022-12-21,Orlando Magic,-3.0,-110,Houston Rockets,+3.0,-110
2022-12-21,Los Angeles Lakers,+6.5,-110,Sacramento Kings,-6.5,-110
